date,adm0_name,adm1_name,cum_confirmed_cases,cum_confirmed_cases_imputed,cum_deaths,cum_deaths_imputed,population,lat,lon,pos_cases_quarantine,travel_ban_intl_out,travel_ban_intl_in,travel_ban_local,social_distance,work_from_home,no_gathering,school_closure,religious_closure,paid_sick_leave,business_closure,federal_guidelines,home_isolation,transit_suspension,pos_cases_quarantine_popwt,travel_ban_local_popwt,social_distance_popwt,work_from_home_popwt,no_gathering_popwt,school_closure_popwt,religious_closure_popwt,paid_sick_leave_popwt,business_closure_popwt,federal_guidelines_popwt,home_isolation_popwt,transit_suspension_popwt,policies_enacted,testing_regime,t,dow,month,year,day,adm1_id,adm1_abb,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_change_usa_13mar2020_NY,testing_change_usa_16mar2020_CA,testing_change_usa_18mar2020_NC,testing_change_usa_19mar2020_CT,testing_change_usa_19mar2020_NV,testing_change_usa_19mar2020_UT,testing_change_usa_20mar2020_IA,testing_change_usa_21mar2020_TN,testing_change_usa_22mar2020_AL,testing_change_usa_23mar2020_HI,testing_change_usa_24mar2020_KS,testing_change_usa_24mar2020_NJ,testing_change_usa_25mar2020_OH,testing_change_usa_27mar2020_AZ,testing_change_usa_28mar2020_MD,testing_change_usa_28mar2020_MO,testing_change_usa_30mar2020_DE,sample_avg,day_avg,p_usa_1,p_usa_2,p_usa_3,p_usa_4,p_usa_5,p_usa_6,p_usa_7,p_usa_8,p_usa_9,p_usa_10,p_usa_11,_reghdfe_resid,__hdfe1__,__hdfe2__
"2020-04-04","USA","Oregon",999,999,26,26,4301089,43.938,-120.554,0,1,1,1,.56,1,1,1,0,.33,1,1,1,0,0,1,.56,1,1,1,0,.33,1,1,1,0,9.89,0,04apr2020,6,4,2020,4,"Oregon","OR",0,101,4.61512,.3246608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.15340991,-.11396498,-.01705571
"2020-03-11","USA","Pennsylvania",19,19,0,0,12820878,40.874,-77.799,0,.8,1,.2,0,0,0,0,0,0,0,0,0,0,0,.2,0,0,0,0,0,0,0,0,0,0,2,0,11mar2020,3,3,2020,11,"Pennsylvania","PA",0,5,1.609438,.9162908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,-.00826342,-.09744062,.00847
"2020-03-13","USA","Pennsylvania",41,41,0,0,12820878,40.874,-77.799,0,.8,1,.2,.14,0,0,0,0,.33,0,0,0,0,0,.2,.14,0,0,0,0,.33,0,0,0,0,2.47,0,13mar2020,5,3,2020,13,"Pennsylvania","PA",0,19,2.944439,1.845827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,1,0,0,0,0,1.009364,-.09744062,.00252324
"2020-03-18","USA","Pennsylvania",132,132,1,1,12820878,40.874,-77.799,0,.8,1,1,.28,.33,.75,1,0,.33,1,1,0,0,0,1,.28,.33,.75,1,0,.33,1,1,0,0,7.49,0,18mar2020,3,3,2020,18,"Pennsylvania","PA",0,37,3.610918,.6151855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,.24874054,-.09744062,.00847
"2020-03-19","USA","Pennsylvania",184,184,1,1,12820878,40.874,-77.799,0,.8,1,1,.28,.33,.75,1,0,.33,1,1,0,0,0,1,.28,.33,.75,1,0,.33,1,1,0,0,7.49,0,19mar2020,4,3,2020,19,"Pennsylvania","PA",0,52,3.951244,.3403258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,.00272231,-.09744062,-.02037144
"2020-03-20","USA","Pennsylvania",268,268,1,1,12820878,40.874,-77.799,0,.8,1,1,.35,.33,.75,1,0,.33,1,1,0,0,0,1,.35,.33,.75,1,0,.33,1,1,0,0,7.56,0,20mar2020,5,3,2020,20,"Pennsylvania","PA",0,84,4.430817,.479573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,.15094551,-.09744062,.00252324
"2020-03-21","USA","Pennsylvania",371,371,2,2,12820878,40.874,-77.799,0,.8,1,1,.35,.33,.75,1,0,.33,1,1,0,0,0,1,.35,.33,.75,1,0,.33,1,1,0,0,7.56,0,21mar2020,6,3,2020,21,"Pennsylvania","PA",0,103,4.634729,.2039123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,-.1051363,-.09744062,-.01705571
"2020-03-22","USA","Pennsylvania",478,478,2,2,12820878,40.874,-77.799,0,.8,1,1,.35,.33,.75,1,0,.33,1,1,0,0,0,1,.35,.33,.75,1,0,.33,1,1,0,0,7.56,0,22mar2020,0,3,2020,22,"Pennsylvania","PA",0,107,4.672829,.0380998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,-.16986221,-.09744062,-.11814228
"2020-03-23","USA","Pennsylvania",644,644,6,6,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.6269721,.8608105,1,0,.33,1,1,.4432419,0,9.62,0,23mar2020,1,3,2020,23,"Pennsylvania","PA",0,166,5.111988,.4391589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.05273193,-.09744062,.07928368
"2020-03-24","USA","Pennsylvania",851,851,7,7,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.6269721,.8608105,1,0,.33,1,1,.4432419,0,9.62,0,24mar2020,2,3,2020,24,"Pennsylvania","PA",0,207,5.332719,.2207313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.1216589,-.09744062,.03524685
"2020-03-25","USA","Pennsylvania",1195,1195,11,11,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.6607954,.8734311,1,0,.33,1,1,.4937245,0,9.62,0,25mar2020,3,3,2020,25,"Pennsylvania","PA",0,344,5.840641,.5079226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.19360477,-.09744062,.00847
"2020-03-26","USA","Pennsylvania",1687,1687,16,16,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.6607954,.8734311,1,0,.33,1,1,.4937245,0,9.62,0,26mar2020,4,3,2020,26,"Pennsylvania","PA",0,492,6.198479,.3578372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.07236076,-.09744062,-.02037144
"2020-03-27","USA","Pennsylvania",2218,2218,22,22,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.7946,.9233582,1,0,.33,1,1,.6934329,0,9.62,0,27mar2020,5,3,2020,27,"Pennsylvania","PA",0,531,6.274762,.0762835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.2269629,-.09744062,.00252324
"2020-03-28","USA","Pennsylvania",2750,2750,34,34,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.8224198,.9337387,1,0,.33,1,1,.7349549,0,9.62,0,28mar2020,6,3,2020,28,"Pennsylvania","PA",0,532,6.276643,.0018811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.28072077,-.09744062,-.01705571
"2020-03-29","USA","Pennsylvania",3393,3393,38,38,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.8224198,.9337387,1,0,.33,1,1,.7349549,0,9.62,0,29mar2020,0,3,2020,29,"Pennsylvania","PA",0,643,6.466145,.1895013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.00798597,-.09744062,-.11814228
"2020-03-30","USA","Pennsylvania",4082,4082,48,48,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.8598914,.9477207,1,0,.33,1,1,.7908827,0,9.62,0,30mar2020,1,3,2020,30,"Pennsylvania","PA",0,689,6.535241,.0690966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.30840953,-.09744062,.07928368
"2020-03-31","USA","Pennsylvania",4839,4839,63,63,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,.8888218,.9585156,1,0,.33,1,1,.8340625,0,9.62,0,31mar2020,2,3,2020,31,"Pennsylvania","PA",0,757,6.629363,.0941219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.23823931,-.09744062,.03524685
"2020-04-01","USA","Pennsylvania",5805,5805,74,74,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,1,1,1,0,.33,1,1,1,0,9.62,0,01apr2020,3,4,2020,1,"Pennsylvania","PA",0,966,6.873164,.2438006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.05752558,-.09744062,.00847
"2020-04-02","USA","Pennsylvania",7016,7016,90,90,12820878,40.874,-77.799,0,.8,1,1,.49,1,1,1,0,.33,1,1,1,0,0,1,.3666635,1,1,1,0,.33,1,1,1,0,9.62,0,02apr2020,4,4,2020,2,"Pennsylvania","PA",0,1211,7.099202,.226038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.0464468,-.09744062,-.02037144
"2020-04-03","USA","Pennsylvania",8420,8420,102,102,12820878,40.874,-77.799,0,.8,1,1,.56,1,1,1,0,.33,1,1,1,0,0,1,.4366635,1,1,1,0,.33,1,1,1,0,9.69,0,03apr2020,5,4,2020,3,"Pennsylvania","PA",0,1404,7.247081,.1478791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.11562963,-.09744062,.00252324
"2020-04-04","USA","Pennsylvania",10016,10016,136,136,12820878,40.874,-77.799,0,.8,1,1,.56,1,1,1,0,.33,1,1,1,0,0,1,.56,1,1,1,0,.33,1,1,1,0,9.69,0,04apr2020,6,4,2020,4,"Pennsylvania","PA",0,1596,7.375256,.1281748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.05960045,-.09744062,-.01705571
"2020-03-17","USA","Rhode Island",23,23,0,0,1056161,41.676,-71.554,0,.8,1,0,.14,0,.5,0,0,.33,.66,1,0,0,0,0,.14,0,.5,0,0,.33,.66,1,0,0,4.43,0,17mar2020,2,3,2020,17,"Rhode Island","RI",0,2,.6931472,.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,1,0,0,1,.12775144,.09453749,.03524685
"2020-03-18","USA","Rhode Island",33,33,0,0,1056161,41.676,-71.554,0,.8,1,0,.14,0,.5,1,0,.33,.66,1,0,0,0,0,.14,0,.5,1,0,.33,.66,1,0,0,5.43,0,18mar2020,3,3,2020,18,"Rhode Island","RI",0,10,2.302585,1.609438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,0,1,.87664354,.09453749,.00847
"2020-03-19","USA","Rhode Island",44,44,0,0,1056161,41.676,-71.554,0,.8,1,0,.14,0,.5,1,0,.33,.66,1,0,0,0,0,.14,0,.5,1,0,.33,.66,1,0,0,5.43,0,19mar2020,4,3,2020,19,"Rhode Island","RI",0,11,2.397895,.0953102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,0,1,-.60864276,.09453749,-.02037144
"2020-03-23","USA","Rhode Island",106,106,0,0,1056161,41.676,-71.554,0,.8,1,0,.28,0,.5,1,0,.33,.66,1,0,0,0,0,.28,0,.5,1,0,.33,.66,1,0,0,5.57,0,23mar2020,1,3,2020,23,"Rhode Island","RI",0,23,3.135494,.3022809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,0,1,-.43758578,.09453749,.07928368
"2020-03-26","USA","Rhode Island",165,165,0,0,1056161,41.676,-71.554,0,.8,1,.2,.42,0,.5,1,0,.33,.66,1,0,0,0,.2,.42,0,.5,1,0,.33,.66,1,0,0,5.91,0,26mar2020,4,3,2020,26,"Rhode Island","RI",0,33,3.496508,.2384112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,1,0,0,1,-.33952613,.09453749,-.02037144
"2020-03-27","USA","Rhode Island",203,203,0,0,1056161,41.676,-71.554,0,.8,1,.2,.42,0,.5,1,0,.33,.66,1,0,0,0,.2,.42,0,.5,1,0,.33,.66,1,0,0,5.91,0,27mar2020,5,3,2020,27,"Rhode Island","RI",0,38,3.637586,.1410785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,1,0,0,1,-.45975353,.09453749,.00252324
"2020-03-30","USA","Rhode Island",406,406,4,4,1056161,41.676,-71.554,0,.8,1,.2,.42,1,1,1,1,.33,1,1,1,0,0,.2,.42,1,1,1,1,.33,1,1,1,0,9.75,0,30mar2020,1,3,2020,30,"Rhode Island","RI",0,139,4.934474,1.602269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,1.0343785,.09453749,.07928368
"2020-04-02","USA","Rhode Island",651,651,12,12,1056161,41.676,-71.554,0,.8,1,.2,.42,1,1,1,1,.33,1,1,1,0,0,.2,.42,1,1,1,1,.33,1,1,1,0,9.75,0,02apr2020,4,4,2020,2,"Rhode Island","RI",0,88,4.477337,.1206279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,-.34760795,.09453749,-.02037144
"2020-04-04","USA","Rhode Island",806,806,15,15,1056161,41.676,-71.554,0,.8,1,.2,.77,1,1,1,1,.33,1,1,1,0,0,.2,.77,1,1,1,1,.33,1,1,1,0,10.1,0,04apr2020,6,4,2020,4,"Rhode Island","RI",0,101,4.61512,.6261363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,.31393823,.09453749,-.01705571
"2020-04-05","USA","Rhode Island",922,922,25,25,1056161,41.676,-71.554,0,.8,1,.2,.77,1,1,1,1,.33,1,1,1,0,0,.2,.77,1,1,1,1,.33,1,1,1,0,10.1,0,05apr2020,0,4,2020,5,"Rhode Island","RI",0,116,4.75359,.1384697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,-.0726418,.09453749,-.11814228
"2020-04-06","USA","Rhode Island",1082,1082,27,27,1056161,41.676,-71.554,0,.8,1,.2,.77,1,1,1,1,.33,1,1,1,0,0,.2,.77,1,1,1,1,.33,1,1,1,0,10.1,0,06apr2020,1,4,2020,6,"Rhode Island","RI",0,160,5.075174,.3215837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,-.08695371,.09453749,.07928368
"2020-03-15","USA","South Carolina",28,28,0,0,5210095,33.917,-80.898,0,.8,1,0,0,0,.125,0,0,.33,0,0,0,0,0,0,0,0,.125,0,0,.33,0,0,0,0,2.255,0,15mar2020,0,3,2020,15,"South Carolina","SC",0,9,2.197225,.4054651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,-.45780227,.00138363,-.11814228
"2020-03-17","USA","South Carolina",47,47,1,1,5210095,33.917,-80.898,0,.8,1,0,0,0,.125,1,0,.33,.33,1,0,0,0,0,0,0,.125,1,0,.33,.33,1,0,0,4.585,0,17mar2020,2,3,2020,17,"South Carolina","SC",0,14,2.639057,1.029619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,1,0,0,1,.19540655,.00138363,.03524685
"2020-03-19","USA","South Carolina",80,80,1,1,5210095,33.917,-80.898,0,.8,1,0,0,.33,.75,1,0,.33,.33,1,0,0,0,0,0,.33,.75,1,0,.33,.33,1,0,0,5.54,0,19mar2020,4,3,2020,19,"South Carolina","SC",0,20,2.995732,.430783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,1,0,1,0,0,1,-.25404511,.00138363,-.02037144
"2020-03-20","USA","South Carolina",124,124,1,1,5210095,33.917,-80.898,0,.8,1,0,.14,.33,.75,1,0,.33,.33,1,0,0,0,0,.14,.33,.75,1,0,.33,.33,1,0,0,5.68,0,20mar2020,5,3,2020,20,"South Carolina","SC",0,44,3.78419,.7884574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,.14447597,.00138363,.00252324
"2020-03-21","USA","South Carolina",171,171,3,3,5210095,33.917,-80.898,0,.8,1,0,.28,.33,.75,1,0,.33,.33,1,0,0,0,0,.28,.33,.75,1,0,.33,.33,1,0,0,5.82,0,21mar2020,6,3,2020,21,"South Carolina","SC",0,47,3.850147,.0659578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,-.4947033,.00138363,-.01705571
"2020-03-23","USA","South Carolina",297,297,5,5,5210095,33.917,-80.898,0,.8,1,0,.42,.33,.75,1,0,.33,.33,1,0,0,0,0,.42,.33,.75,1,0,.33,.33,1,0,0,5.96,0,23mar2020,1,3,2020,23,"South Carolina","SC",0,104,4.644391,1.553349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,.96008947,.00138363,.07928368
"2020-03-25","USA","South Carolina",424,424,7,7,5210095,33.917,-80.898,0,.8,1,0,.42,.33,.75,1,0,.33,.33,1,0,0,0,0,.42,.33,.75,1,0,.33,.33,1,0,0,5.96,0,25mar2020,3,3,2020,25,"South Carolina","SC",0,84,4.430817,.6696165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,.14717107,.00138363,.00847
"2020-03-27","USA","South Carolina",539,539,9,9,5210095,33.917,-80.898,0,.8,1,0,.42,.33,.75,1,0,.33,.33,1,0,0,0,0,.42,.33,.75,1,0,.33,.33,1,0,0,5.96,0,27mar2020,5,3,2020,27,"South Carolina","SC",0,86,4.454347,1.087051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,.57055275,.00138363,.00252324
"2020-03-28","USA","South Carolina",660,660,15,15,5210095,33.917,-80.898,0,.8,1,0,.42,.33,.75,1,0,.33,.33,1,0,0,0,0,.42,.33,.75,1,0,.33,.33,1,0,0,5.96,0,28mar2020,6,3,2020,28,"South Carolina","SC",0,121,4.795791,.3414435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,-.15547615,.00138363,-.01705571
"2020-03-30","USA","South Carolina",925,925,18,18,5210095,33.917,-80.898,0,.8,1,0,.56,.33,.75,1,0,.33,.33,1,0,0,0,0,.56,.33,.75,1,0,.33,.33,1,0,0,6.1,0,30mar2020,1,3,2020,30,"South Carolina","SC",0,151,5.01728,.2810812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,-.24843647,.00138363,.07928368
"2020-03-31","USA","South Carolina",1083,1083,22,22,5210095,33.917,-80.898,0,.8,1,0,.56,.33,.75,1,0,.33,1,1,0,0,0,0,.56,.33,.75,1,0,.33,1,1,0,0,6.77,0,31mar2020,2,3,2020,31,"South Carolina","SC",0,158,5.062595,.0453153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,-.3119123,.00138363,.03524685
"2020-04-01","USA","South Carolina",1293,1293,26,26,5210095,33.917,-80.898,0,.8,1,0,.56,.33,.75,1,0,.33,1,1,0,0,0,0,.56,.33,.75,1,0,.33,1,1,0,0,6.77,0,01apr2020,3,4,2020,1,"South Carolina","SC",0,210,5.347107,.2845125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,-.04593819,.00138363,.00847
"2020-04-02","USA","South Carolina",1553,1553,32,32,5210095,33.917,-80.898,0,.8,1,0,.56,.33,.75,1,0,.33,1,1,0,0,0,0,.56,.33,.75,1,0,.33,1,1,0,0,6.77,0,02apr2020,4,4,2020,2,"South Carolina","SC",0,260,5.560682,.2135744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,-.08803487,.00138363,-.02037144
"2020-04-04","USA","South Carolina",1913,1913,41,41,5210095,33.917,-80.898,0,.8,1,0,.63,.33,.75,1,0,.33,1,1,0,0,0,0,.63,.33,.75,1,0,.33,1,1,0,0,6.84,0,04apr2020,6,4,2020,4,"South Carolina","SC",0,214,5.365976,.382369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,.10931473,.00138363,-.01705571
"2020-04-06","USA","South Carolina",2230,2230,49,49,5210095,33.917,-80.898,0,.8,1,0,.63,.33,.75,1,0,.33,1,1,0,0,0,0,.63,.33,.75,1,0,.33,1,1,0,0,6.84,0,06apr2020,1,4,2020,6,"South Carolina","SC",0,182,5.204007,.2987318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,-.07066189,.00138363,.07928368
"2020-03-25","USA","South Dakota",41,41,1,1,903027,44.436,-100.231,0,.8,1,.2,.28,.33,.125,1,0,.33,0,1,0,0,0,.2,.28,.33,.125,1,0,.33,0,1,0,0,5.065,0,25mar2020,3,3,2020,25,"South Dakota","SD",0,11,2.397895,1.299283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,0,0,0,1,.69451313,-.11281088,.00847
"2020-03-27","USA","South Dakota",58,58,1,1,903027,44.436,-100.231,0,.8,1,.2,.28,.33,.125,1,0,.33,0,1,0,0,0,.2,.28,.33,.125,1,0,.33,0,1,0,0,5.065,0,27mar2020,5,3,2020,27,"South Dakota","SD",0,12,2.484907,.8754687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,0,0,0,1,.27664559,-.11281088,.00252324
"2020-03-29","USA","South Dakota",90,90,1,1,903027,44.436,-100.231,0,.8,1,.2,.28,.33,.125,1,0,.33,0,1,0,0,0,.2,.28,.33,.125,1,0,.33,0,1,0,0,5.065,0,29mar2020,0,3,2020,29,"South Dakota","SD",0,22,3.091043,.7884574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,0,0,0,1,.31029977,-.11281088,-.11814228
"2020-04-02","USA","South Dakota",165,165,2,2,903027,44.436,-100.231,0,.8,1,.2,.28,.33,.125,1,0,.33,0,1,0,0,0,.2,.28,.33,.125,1,0,.33,0,1,0,0,5.065,0,02apr2020,4,4,2020,2,"South Dakota","SD",0,36,3.583519,.2162232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,0,0,0,1,-.35970522,-.11281088,-.02037144
"2020-04-04","USA","South Dakota",212,212,2,2,903027,44.436,-100.231,0,.8,1,.2,.35,.33,.125,1,0,.33,0,1,0,0,0,.2,.35,.33,.125,1,0,.33,0,1,0,0,5.135,0,04apr2020,6,4,2020,4,"South Dakota","SD",0,25,3.218876,.1278334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,0,0,0,1,-.41954014,-.11281088,-.01705571
"2020-04-05","USA","South Dakota",240,240,2,2,903027,44.436,-100.231,0,.8,1,.2,.35,.33,.125,1,0,.33,0,1,0,0,0,.2,.35,.33,.125,1,0,.33,0,1,0,0,5.135,0,05apr2020,0,4,2020,5,"South Dakota","SD",0,28,3.332205,.1133287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,0,0,0,1,-.33295823,-.11281088,-.11814228
"2020-04-06","USA","South Dakota",285,285,3,3,903027,44.436,-100.231,0,.8,1,.2,.35,.33,.125,1,0,.33,0,1,0,0,0,.2,.35,.33,.125,1,0,.33,0,1,0,0,5.135,0,06apr2020,1,4,2020,6,"South Dakota","SD",0,45,3.806663,.474458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,0,0,0,1,-.1692549,-.11281088,.07928368
"2020-03-14","USA","Tennessee",32,32,0,0,6897576,35.844,-86.342,0,.8,1,.2,0,0,.125,1,0,.33,0,0,0,0,0,.2,0,0,.125,1,0,.33,0,0,0,0,3.455,0,14mar2020,6,3,2020,14,"Tennessee","TN",0,14,2.639057,2.639057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,1,0,0,0,0,1.5148289,-.03438453,-.01705571
"2020-03-19","USA","Tennessee",154,154,0,0,6897576,35.844,-86.342,0,.8,1,.2,0,0,.125,1,0,.33,0,1,0,0,0,.2,0,0,.125,1,0,.33,0,1,0,0,4.455,0,19mar2020,4,3,2020,19,"Tennessee","TN",0,56,4.025352,.8064756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,1,0,0,0,1,-.00098747,-.03438453,-.02037144
"2020-03-20","USA","Tennessee",227,227,1,1,6897576,35.844,-86.342,0,.8,1,.2,.14,0,.125,1,0,.33,0,1,0,0,0,.2,.14,0,.125,1,0,.33,0,1,0,0,4.595,0,20mar2020,5,3,2020,20,"Tennessee","TN",0,73,4.29046,.2651081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,0,0,1,-.50150828,-.03438453,.00252324
"2020-03-21","USA","Tennessee",368,368,1,1,6897576,35.844,-86.342,0,.8,1,.2,.14,0,.125,1,0,.33,0,1,0,0,0,.2,.14,0,.125,1,0,.33,0,1,0,0,4.595,1,21mar2020,6,3,2020,21,"Tennessee","TN",0,141,4.94876,.6583004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,0,0,1,-1.049e-11,-.03438453,-.01705571
"2020-03-25","USA","Tennessee",780,780,4,4,6897576,35.844,-86.342,0,.8,1,.2,.21,.33,.875,1,0,.33,.66,1,0,0,0,.2,.21,.33,.875,1,0,.33,.66,1,0,0,6.405,1,25mar2020,3,3,2020,25,"Tennessee","TN",0,113,4.727388,.7761443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,.26918553,-.03438453,.00847
